word,frequency
envejecimiento,4
ciudadela,1
colonia,1
belencito,1
metroparques,1
parques,1
norte,1
juan,1
pablo,1
brigadas,1
limpieza,1
desarrolladas,1
gerencia,1
gestores,1
posibilite,1
grupo,2
resolucion,1
internas,1
proporcionando,1
consecucion,1
disfrute,1
convirtiendo,1
protagonista,2
demo,1
cratizacion,1
generando,3
desplegando,1
reconociendose,1
movilizando,1
dinamica,1
psicosociales,1
inte,1
grales,1
solidarios,1
comunita,1
desarraigo,1
basi,1
ciudadanas,2
laborales,2
favoreciendo,2
negocios,1
emprendimientos,1
inclusivos,1
impulso,1
conciencia,1
ddhh,1
humanosunidad,2
afro,2
monitoreado,2
caracterizacion,2
derivacion,1
canales,1
ampliara,1
alcance,1
llamadas,1
videollamadas,1
especialistas,1
quienes,1
seran,1
encargados,1
acercar,1
naturales,2
causadas,2
pertenecientes,1
migrantes,1
suma,1
estructuracion,2
inteligencia,2
ceso,1
facilitar,1
recogida,1
modernizar,1
miras,2
deri,1
vacion,1
natu,1
ral,1
antropica,2
alojamiento,1
cia,1
ayudas,1
humanitarias,1
necesi,1
dades,1
afectada,1
caracterizar,1
registro,1
sisben,2
ofertas,1
virtualidad,1
operativizacion,1
transver,1
salizacion,1
intervienen,1
formulacion,2
disca,1
pacidad,1
participante,1
adquisicion,1
coordinar,1
formular,2
consulta,1
previa,1
dirigidos,1
pedagogia,1
intercultural,1
direccionar,1
actualizada,1
divulgada,1
monitoreada,8
evaluada,3
gerontologico,1
escnna,1
comites,2
comunales,1
corregimentales,1
creado,1
seguri,1
inquilinatos,1
municipales,1
elementos,2
abordado,1
plantearan,1
contiene,1
revision,1
ajuste,1
blicas,1
desarrollado,1
implicado,1
gobierno,1
especificas,2
encaminadas,1
percibidos,1
contienen,1
permanente,4
consejos,1
mesas,1
planteado,2
definen,1
prioridades,2
periodo,1
vigencia,1
enmarca,1
involu,1
crados,1
disponibilidad,2
especificidad,1
origen,1
transectorialidad,1
apuntan,1
gestionando,1
oportunamente,1
sociosanitarios,1
disminuyendo,1
resultados,1
lineamientos,1
medellincultura,1
establece,5
fomento,2
transformadoras,1
generadoras,1
dignos,1
historia,1
generado,2
visiones,1
blacion,1
construcciones,1
conjuntas,2
reto,1
debilidades,1
favorecido,1
permitido,1
llegar,1
ppj,1
ley,1
estatutaria,1
estatuto,1
prioritarias,1
positivohabilidades,1
intergeneracional,2
prestar,1
delo,1
amigables,1
eficientes,1
extramurales,1
cumple,1
papel,1
transferencia,1
culturalmente,3
haya,1
pers,1
pectivas,1
inicia,2
tivas,1
expresa,1
realidad,1
reduzcan,1
existentes,1
preceptos,1
influenciado,1
puesto,3
determinan,1
establecimiento,1
retos,1
indiscutible,1
beneficia,1
diciones,1
reales,1
respaldo,1
representado,1
elemento,1
pae,1
complementado,1
dispuesto,1
nacional,2
conpes,2
suficiente,1
estable,1
alimentos,1
oportuno,1
inocuidad,1
adecuada,1
biologica,1
liderada,1
involucra,1
invita,1
unir,1
concentrar,1
esfuerzos,2
optimizar,1
mejoras,1
beneficiara,1
habi,1
tantes,1
lograra,1
materializarse,1
totalidad,1
estaran,1
dispuestos,1
dejar,1
sentadas,1
bases,1
esfuerzo,1
real,1
nna,2
grandes,1
cualquiera,1
conformaciones,1
aplique,1
restablecer,1
habitacion,1
transitoria,1
basicos,1
concepciones,1
abordaje,1
termina,1
segmento,1
refiere,1
pag,1
generales,1
vincular,2
indices,3
tengamos,2
reconozca,1
igualmente,1
humanas,1
incidiendo,1
incida,1
otra,1
proponen,1
asistan,1
envejecio,1
acumulada,1
acom,1
pañamiento,1
restitucion,1
principal,1
motor,1
dado,1
convergen,1
ciclos,1
primordial,1
trascender,1
solamente,1
decir,1
centran,1
muchas,1
maltrato,2
miembros,1
independientes,1
labor,1
integrantes,1
intrinsecamente,1
sean,2
impidan,1
retrocesos,1
realmente,1
restablecimientos,1
modificado,1
pueblos,1
indigenas,2
inter,1
palenque,1
establecido,1
