word,frequency
plante,1
capacitadas,1
brindara,1
estigmatizacion,1
exclusion,5
estereotipo,1
negativo,1
potenciacion,6
dara,3
indi,1
gena,1
ado,1
lescentes,1
equi,1
paracion,1
incrementen,3
asistir,2
habitante,7
nal,4
dormitorio,1
biopsicosocial,1
institucionalizacion,1
trastorno,1
resocializacion,2
vocacional,1
ocupacional,2
prevengan,1
sexualmente,2
actitudes,3
contrarresten,2
envejeci,1
institucionalizada,1
funcionalidad,1
transversales,4
etnicos,5
amenazados,1
vulnerados,3
delincuenciales,1
organizados,2
asesorados,2
campañas,6
acercamiento,10
envejecimiento,4
colonia,1
belencito,1
metroparques,3
juan,1
pablo,1
brigadas,1
limpieza,1
internas,2
consecucion,2
convirtiendo,1
protagonista,2
demo,2
cratizacion,1
desplegando,1
reconociendose,1
movilizando,2
psicosociales,1
inte,3
grales,1
comunita,1
desarraigo,1
basi,1
inclusivos,4
ddhh,6
humanosunidad,2
monitoreado,2
derivacion,1
canales,6
ampliara,1
llamadas,1
videollamadas,1
especialistas,1
quienes,3
encargados,1
acercar,1
naturales,8
causadas,2
suma,4
estructuracion,7
recogida,1
deri,1
vacion,1
natu,1
ral,1
antropica,2
alojamiento,1
humanitarias,1
necesi,1
afectada,2
caracterizar,3
registro,3
ofertas,1
virtualidad,1
operativizacion,1
salizacion,1
intervienen,1
disca,1
pacidad,1
participante,1
adquisicion,7
coordinar,3
consulta,2
previa,2
pedagogia,3
intercultural,1
divulgada,1
monitoreada,8
evaluada,3
gerontologico,1
escnna,1
comunales,4
corregimentales,1
seguri,7
inquilinatos,1
abordado,1
plantearan,1
ajuste,3
blicas,1
implicado,1
percibidos,1
contienen,2
consejos,3
mesas,2
prioridades,10
vigencia,1
involu,1
crados,1
especificidad,1
transectorialidad,1
gestionando,1
oportunamente,2
sociosanitarios,1
disminuyendo,1
medellincultura,1
transformadoras,1
visiones,2
blacion,2
conjuntas,5
debilidades,1
favorecido,1
permitido,2
ppj,1
estatutaria,2
estatuto,2
prioritarias,2
positivohabilidades,1
intergeneracional,2
delo,1
extramurales,1
cumple,1
pers,1
pectivas,1
inicia,2
reduzcan,5
preceptos,1
influenciado,1
determinan,2
indiscutible,1
diciones,1
respaldo,1
representado,1
pae,1
dispuesto,2
suficiente,2
inocuidad,1
biologica,1
liderada,1
unir,1
concentrar,1
mejoras,2
beneficiara,1
habi,1
lograra,1
materializarse,1
totalidad,1
estaran,3
dejar,2
sentadas,1
esfuerzo,2
nna,3
cualquiera,1
conformaciones,1
aplique,1
restablecer,1
habitacion,1
transitoria,1
abordaje,4
termina,1
segmento,1
refiere,3
pag,1
generales,3
vincular,2
indices,3
tengamos,2
reconozca,2
incidiendo,1
incida,1
proponen,1
asistan,1
envejecio,1
acumulada,1
acom,2
pañamiento,2
restitucion,2
convergen,1
ciclos,1
primordial,1
solamente,1
centran,1
maltrato,4
miembros,2
independientes,10
integrantes,1
intrinsecamente,1
impidan,1
retrocesos,1
restablecimientos,1
pueblos,1
palenque,1
establecido,6
precedente,1
hito,1
mesa,2
concer,1
tacion,3
identifican,2
expe,2
riencias,1
inclusivas,3
ciudades,6
convierten,3
sociopoliticas,1
espaciotemporales,1
territorialidades,1
territorializan,1
caracterizado,2
dinamismo,1
urbanisticos,2
protagonico,1
buscado,1
devolver,1
historicamente,1
permanecido,1
margen,1
adelante,1
embargo,2
sisten,1
segregacion,1
socioespacial,1
terminan,1
suman,2
enfrentamos,1
desafio,1
pregunta,1
ciudadanias,5
sustentables,1
coherentes,2
interdepen,1
dencia,1
reproduccion,3
habitabilidad,7
definitiva,1
jugar,1
cartas,1
lograrlo,1
apostaremos,1
limpias,9
renovables,2
sustancialmente,1
disponemos,1
profundo,1
logicas,2
urbanizacion,3
acelerado,1
desconocido,1
ampliado,1
agudizados,1
interdependencia,3
garantiza,1
respetando,1
leyes,2
perez,1
rojas,1
propendemos,1
ocupa,2
armonicas,2
valora,1
potencia,1
identitarios,1
ecologica,13
corres,1
ponsable,1
taller,1
descentralizadas,5
enero,1
amenazas,2
sosteni,1
bilidad,2
funcional,2
armoniosa,2
pobladores,2
multimodales,1
america,2
latina,2
trenes,1
tranvia,1
subsistemas,6
cables,1
aereos,1
buses,5
rapido,1
inicio,1
pensado,1
expandirse,1
municipios,2
estrella,1
envigado,1
itagui,1
bello,1
sabaneta,1
antioqueña,2
impulsaron,1
pronostico,1
crecido,1
viajes,9
diarios,1
amva,3
iniciado,1
estaria,1
impensables,1
quizas,1
insuperables,1
cuente,1
trans,3
porte,2
multiproposito,3
regiones,1
proteja,1
viales,10
peatones,3
ciclistas,4
motociclistas,1
patinetas,1
desplazamientos,1
motorizados,3
emisiones,8
evitadas,2
ton,1
mediana,3
tonaño,1
totales,2
infraestruc,1
tura,4
peatonales,2
kilometro,5
carril,1
accidentes,3
ciclista,9
incidentes,4
concentracion,2
microgramo,1
cubico,1
lidad,2
asentamientos,5
estadistica,4
particulas,2
finas,1
referencia,1
estacion,3
antioquiamedmant,1
siata,1
redu,1
cida,1
concentraciones,1
contaminantes,3
combustibles,6
fosiles,2
cumplir,1
emisio,1
transportes,1
intermunicipal,2
gases,4
invernadero,4
amoblamientos,1
ubi,1
cados,2
estrategicamente,2
comodidad,1
modal,1
carriles,1
exclusivos,1
paradas,1
fijas,1
estaciones,1
complementarios,4
amueblamiento,1
tramo,1
electrica,2
subterraneo,1
almacenamiento,2
recarga,2
vehiculos,6
cuadrado,1
protegido,2
legal,4
jmc,1
sitva,2
gestionada,2
ante,4
competente,2
parametros,1
nocturnos,1
renovacion,12
vehicular,3
aprobada,1
caminable,1
pedaleable,1
caminata,2
hacerlos,1
premisa,1
privilegien,1
regulacion,11
automovil,1
visible,1
beneficios,2
pedalear,1
acompañaran,1
interesados,1
piramide,2
invertida,1
acortar,1
peatonal,6
viaje,2
estancia,1
densificar,1
tipologias,1
clistas,1
adaptadas,1
trafico,4
calmado,1
recorrido,2
intersecciones,1
reducida,2
pmr,2
ciclis,1
tas,1
orienteoccidente,1
nortesur,1
kilometros,7
guia,2
puentes,1
sur,1
lineal,2
infraes,18
andenes,1
rehabilitados,1
tructura,18
sif,11
mantenida,4
sede,2
volador,1
cicloparqueadero,1
bicicletas,2
electricas,2
micromovilidad,2
racks,1
cicloparqueaderos,1
documento,3
pendiente,1
tropolitana,2
semaforica,2
señalizacion,3
estacionamiento,3
procesamiento,4
centralizada,1
culminar,1
relacionado,1
definido,5
detalle,2
semaforizacion,1
regulado,3
zer,1
estructurar,5
flota,3
municaciones,1
multimodal,1
adminis,8
formulados,3
trativo,8
demarcacion,1
complementos,1
mantenidos,1
electronica,3
movili,3
terminales,1
interoperable,1
electricos,2
medioam,1
actuacion,1
cautivar,1
tarifaria,2
satisfaciendo,1
sostenimiento,2
comoda,2
integradora,1
afecten,1
integrados,2
gradora,1
malla,1
mode,1
optimicen,1
recorridos,2
ahorro,6
construida,1
terciaria,1
puente,2
estabilizacion,2
taludes,1
cargo,2
tomen,1
consciencia,1
posicionen,1
mediadas,1
facilitador,1
modificacion,1
implicados,1
atañen,1
responsabilidades,1
involucrado,1
fundamentados,1
orgullo,1
seis,1
decadas,1
jalonado,1
admirada,1
energeticas,1
industriales,1
domiciliarios,1
sustitucion,1
carbon,1
gas,6
solar,3
calificativo,1
ostenta,1
tacita,1
plata,1
duda,1
disciplinada,1
pionera,1
ordinarios,1
demolicion,2
rcd,2
valorizacion,5
optimo,2
reconocidos,1
men,1
asequibilidad,1
acueducto,5
alcantarillado,4
penetracion,1
domiciliario,3
contenedores,1
aprovechadas,1
producidas,1
potable,4
sanea,1
alumbrado,3
factura,2
final,2
suscriptor,1
constitucionales,4
incentivando,2
realizando,1
desfavorecidas,1
solu,1
independiente,2
pagar,1
publi,1
cos,1
subsidios,6
auspicios,1
comunicacio,1
probabilidad,1
desconexion,1
pago,2
trategicos,1
vencer,1
articuladas,4
prestador,1
beneficiando,1
continuo,6
seguro,4
iluminacion,3
ornamental,2
aplicaciones,1
smart,1
city,1
util,1
luminica,1
explorar,1
distribuida,1
conectan,1
conectadas,2
luminarias,1
led,1
mensuales,3
constituidos,1
plazoletas,1
deportivos,1
iluminados,1
autogestion,2
autogeneradores,1
circular,8
estruc,3
turales,1
propendan,1
separacion,1
selectivas,1
criticos,2
reciclaje,4
susceptibles,1
revalorizacion,1
residuo,1
propendiendo,4
estructurales,3
limpia,1
escala,10
planta,4
desechos,1
cubiertas,1
campaña,1
separas,1
reciclo,1
recicladores,2
contrastes,1
belleza,1
majestuosidad,1
abundancia,1
variedad,1
aves,1
sobrevuelan,1
especies,7
fauna,5
silvestre,2
engalanan,1
claros,1
amplia,3
cobra,1
restauracion,6
ecosis,1
temicos,1
ecosistemicos,5
comprometida,2
trategias,2
animales,11
rescatados,1
animal,4
quebradas,3
sensibilizada,1
terrestres,1
sosteniblemente,1
bosques,1
luchar,1
desertificacion,1
detener,2
invertir,1
degradacion,1
tierras,2
perdida,2
restauradas,3
preservadas,2
hidrico,11
hectareas,4
morado,1
narrativa,1
incentivos,5
protegidas,4
regionales,4
metropolitanas,1
montañosas,1
didos,1
cerro,2
cruces,1
boscosa,2
siembra,1
pasivo,1
flora,1
objetos,2
suelos,2
refugio,1
elaborado,1
proporcionar,1
compañia,2
ciendo,2
perros,2
gatos,2
implantacion,1
heridos,1
abandonados,1
abejas,3
polinizadores,1
domestica,1
propietario,3
palomas,2
polinizadoras,1
nicipio,3
esten,4
medica,1
avispas,2
incluya,3
tierra,1
microchip,1
educadas,1
transformacional,1
forjara,1
contemplara,1
sigam,3
ecoconduccion,1
eficaz,5
caribe,1
escazu,1
integrando,3
significativa,2
socioambientales,2
protegiendo,1
presion,1
sis,1
trazada,1
coordina,2
siamed,1
web,1
firmantes,2
pacto,2
ecohuertas,1
pigeca,3
hidrografico,3
cauces,3
rondas,3
localizados,1
efectuaran,1
abastecen,1
abastecimiento,3
velara,1
humedal,1
vidas,2
comu,3
nidades,1
asentadas,4
retiros,1
hidraulica,1
hidrica,4
correspondencia,2
avanzara,1
prioritariamente,1
hidrografica,1
levantamiento,1
detallado,1
tramos,1
incertidumbre,1
alineamiento,1
inconsistencias,1
respe,1
tuosa,1
abastecedoras,4
asegu,1
ran,1
metropolitano,7
estructurante,1
hidraulico,1
corrientes,1
minimizando,1
pudiera,1
avenidas,1
torrencia,1
fosforo,1
reducido,1
mglitro,2
elaboradas,1
longitud,1
entendemos,1
profunda,3
interac,1
equilibrios,1
ocurrencia,2
condicionadas,1
crece,1
consume,1
trayectos,1
distancia,1
huella,2
carbono,2
quita,1
boscosas,1
creemos,2
densa,1
suelo,11
conectada,1
vilidad,1
ciclorrutas,1
bilita,1
isla,3
calor,3
ventilacion,1
lluvias,1
desgaste,1
producidos,1
desconocen,1
agotamiento,1
liderar,2
plano,1
fonvalmed,4
autorizaciones,1
secr,1
dagrd,7
cuantitativo,2
cualitativo,2
verificacion,3
reporte,1
movi,2
adelantaran,1
logre,1
impactar,3
incrementando,2
moradores,8
concrecion,2
acordado,1
plementacion,2
previstos,2
equilibrada,4
coherencia,4
urbanisticas,5
estructurantes,2
metodos,1
coherente,2
transversalidades,1
borde,1
aplicando,2
socializar,2
producti,1
vas,2
implementarla,1
ordena,2
viabilizar,1
rectores,2
rritoriales,1
aplicable,1
actuacio,1
peato,1
completando,1
poblado,2
instrumentada,1
viabilizados,1
tramitados,4
ejercicios,11
moravia,4
paisaje,3
amable,1
accesible,2
recupera,1
reconfiguracion,1
calidades,1
paisajisticas,1
apoyara,1
distritos,1
prado,1
patrimonial,3
ignacio,3
ques,1
berrio,1
botero,1
bolivar,1
historico,2
denominados,1
barbacoas,1
vecino,1
boston,1
angeles,1
comercial,1
guayaquil,1
asomadera,1
civico,1
alpujarraplaza,1
minorista,1
mapa,1
diferenciada,1
particulares,2
integradores,1
paisajistico,1
obra,2
reguladas,1
pacios,1
autorizacion,1
socia,2
padrinazgos,1
interveni,1
apueste,2
resilien,1
adecuar,1
atracciones,1
mecanicas,1
acuaticas,1
adecuadas,2
deficitados,1
universalmen,1
accesibles,2
preserven,1
mejorados,1
revitalizacion,1
mantenido,1
fisicasif,1
ajustada,1
inscripcion,2
superficies,1
reconversion,1
compacta,1
policentrica,1
vitalidad,1
incluido,2
emplazada,1
ladera,1
perteneciente,1
estratos,1
bajos,1
asimismo,4
urbanistico,1
bana,1
proyec,1
tos,2
mejorada,1
preparacion,2
ferencia,1
implementen,1
transversalmente,1
asentamiento,1
evitar,2
regulaciones,1
reconstruc,1
neutro,1
ordenada,2
atendiendo,4
futuros,2
medi,1
adversos,1
orde,1
prospectivas,1
correctivas,1
bomberos,1
eahs,1
inventarios,1
enfrentar,2
soste,2
nible,2
precariedad,1
afrontando,1
incluyentes,1
biodiversos,1
habitables,1
direccionadas,1
pehmed,2
habitacionales,2
incorporen,2
crite,1
confeccion,1
ecomateriales,1
obtienen,1
viss,1
prioritario,2
vips,1
edificaciones,4
mixto,3
pleo,1
revisaran,1
utilizaran,1
suburbano,1
perimetro,1
permisos,1
sometidos,1
desarrolladores,1
predios,4
comprometan,1
ejecuciones,1
aprobacion,1
esperan,1
contaran,1
gremio,1
generandose,1
smmlv,2
habitacional,5
demandando,1
cum,2
plimiento,2
aprovecha,1
impactando,1
oficinas,1
edificios,2
bitabilidad,1
consolidando,1
apuntando,1
ingre,1
enmarcados,1
mencionada,1
titulacion,1
fiscales,4
obtener,2
ubiquen,1
objeto,2
legalizacion,1
oficina,2
curaduria,2
ccmph,1
articulador,2
coordinador,1
mixtos,1
financieramente,1
viviendasector,2
ruralsector,1
saneados,1
titulados,1
resoluciones,1
expedidas,1
recupe,1
morro,2
subterranea,1
drenaje,1
degradados,1
vegetal,1
carbo,1
permeables,1
muros,1
fachadas,1
captura,3
arboles,2
ecologicas,1
composicion,1
potenciarlos,1
inventario,3
arbolado,2
ecosistemica,2
apropiadas,1
sitio,1
alternativa,2
incorporando,1
ecologicos,1
socioeconomicos,1
mantenidas,1
intervenida,1
plantados,1
conservando,1
tomando,5
litera,1
documentacion,1
sistematizada,1
departamentales,2
campesino,4
drc,4
plementaria,1
encaminar,1
fisicoespaciales,2
perma,1
nencia,1
diciembre,1
agropecuarios,9
agro,3
pod,1
trito,1
cortos,2
impulse,1
agrope,1
cuario,1
silvicultura,1
pesca,1
agropecuario,1
dignificando,1
upr,1
corregidurias,1
convierta,1
demograficamente,1
pio,3
veredas,2
socializado,1
reglamentado,1
agropecuaria,4
promocionado,1
demografica,1
agricolas,5
pecuarios,6
princi,2
palmente,1
transformados,1
produc,2
realizara,1
provision,1
utilidades,1
campesinos,2
huertas,1
autoconsumo,1
zonales,1
atmosferica,1
cotidiana,3
mantenerse,1
colaborativos,1
poeca,1
disposicion,3
mala,1
redunda,1
emision,2
pisa,2
cotsam,1
determinaciones,1
nicipal,1
automotor,1
alternativos,16
robustecer,2
arborizacion,1
inundaciones,1
actualizar,3
incluyan,2
piados,1
acelere,1
habra,1
aprobar,1
exis,1
tente,1
atractiva,1
trayec,1
enmarcar,1
placa,1
instrumental,1
incorporado,1
seleccion,1
habilitantes,1
vincularon,1
facultan,1
viabilizan,1
transversalidad,1
gubernamental,1
dotan,1
ocultan,1
programaticas,1
expedicion,1
reciente,1
autoritativos,1
dialogica,1
enlazados,1
retoman,2
pacvc,1
accionan,1
inscritos,1
macroestrategia,2
relevancia,1
radica,3
densificacion,1
ciclistica,1
pacificacion,1
modifica,1
reorganizacion,1
enunciados,1
pasadas,1
otorgan,1
valiosos,1
extenso,1
debates,2
condensados,1
legitimadas,1
formalizadas,1
vinculantes,1
recogidos,1
codigo,2
terrestre,1
amparo,1
posiciones,2
ejecutable,1
gasto,1
energetico,1
trayectoria,1
relevadas,1
consideradas,1
variadas,1
robustas,1
sintientes,1
digo,1
evidencian,1
reactualizado,1
reforzado,1
contemporaneos,1
vegetales,1
onu,1
poli,1
tica,1
referenciales,1
utilizar,4
conformando,1
formuladas,2
reune,1
rigor,2
destacable,1
procura,3
sostenerse,1
incorporan,1
concretos,1
avala,1
teccion,1
junto,1
encargadas,1
consideraron,1
acertado,1
incluir,1
contenido,1
mencionadas,1
resaltable,1
referido,1
acueductos,1
canismos,1
hidricos,1
claves,4
crucial,1
megaproyectos,1
cuyos,1
iran,1
garante,2
cargadas,1
garantizan,1
protegen,1
procuran,1
espa,1
cio,1
fuerza,1
propen,1
sentir,1
asuman,1
asienta,1
apela,1
depende,3
amplias,1
capas,1
inminencia,1
socionaturales,1
dirige,1
prevision,1
ciudada,2
asocia,1
desastre,1
reestruc,1
turan,1
pmgrd,1
emre,1
comando,1
interlocucion,1
estadosociedad,1
eficaces,2
pngibse,1
pgau,1
pncc,1
cretas,1
compendio,1
trazar,1
listado,1
multiplicidad,1
pender,1
vincule,1
asociatividad,1
subregiones,1
entender,2
criterio,3
negociable,1
pos,1
mutuamente,1
vivimos,1
sumar,1
pnud,1
señala,1
nadie,1
talleres,1
participaron,1
aportaron,1
parti,2
cipacion,2
generamos,1
horizontalidad,1
organizacio,1
demuestra,2
impostergable,1
organizar,1
estadisticos,1
numericos,1
tenidos,1
cesados,1
httpswwwcoundporgcontentcolombiaeshomedemocraticgovernanceandpeacebuildinghtml,1
aporto,1
paldo,1
justos,1
escalas,2
instalacion,1
otorga,1
intra,1
gobernar,3
empirica,1
estableciendo,3
aus,1
teridad,1
maquillaje,1
enfocaremos,1
finanzas,2
rinstitucional,1
coordinando,1
procure,2
conjuguen,1
integradas,1
calificacion,1
fiscal,2
solvente,2
favorabilidad,1
sentencias,1
ejecutoriadas,1
alcanzada,1
emitidos,1
corporativo,5
aproba,1
iga,1
procuraduria,1
rol,3
capacita,1
fidelizacion,1
meritorio,1
mipg,2
motores,1
inherentes,1
servidoras,2
disponer,4
organizada,2
digitalizada,1
dientes,1
auditoria,2
anticipar,1
pensionados,1
adjudicados,1
efectuadas,2
pretendemos,1
enfocarnos,1
participen,1
cercana,3
racio,1
nalizacion,1
autenticacion,1
agilizar,1
gabinete,1
cercania,1
dependen,2
cias,2
racionalizacion,1
respuestas,1
oportunas,1
optimice,1
utilicen,1
tecnolo,1
lazo,1
visibilidad,2
neto,1
nps,1
socializadas,1
efectuados,1
rendicion,4
cuentas,5
siguiendo,1
dafp,1
gerenciar,1
perdurabilidad,1
juridico,4
compras,1
ente,1
permitiendole,1
diversificado,1
globalizado,1
descentralizado,3
estructurado,1
ductiva,1
emergentes,1
ministrativo,1
reconfigura,1
rapidamente,1
acumuladas,1
cosa,1
dadanas,1
subsidiario,1
lograremos,1
conlleven,2
autodiagnostico,1
propiedad,1
tomadas,1
avances,1
normativi,1
impartidos,1
ahorros,1
suministros,4
ratificacion,1
certificacion,1
iia,1
contractuales,1
contratacion,2
adelantados,2
causales,1
maximicen,1
obtencion,3
financiar,2
eficazmente,1
vinculen,1
cutar,1
obligacion,2
cartera,2
estructurados,2
inmobiliarios,1
corriente,1
proyectado,1
mfmp,2
expedientes,1
expediente,1
tramitado,1
transferencias,1
fonpet,1
prefactibilidad,2
factibilidad,1
evaluados,1
bajas,1
recaudar,1
cuatrie,1
nio,1
detectar,1
juridicos,2
uniformes,1
ejerciendo,1
antijuridico,4
extrajudicial,1
obedeciendo,1
univocidad,1
direc,1
trices,1
minimizacion,1
rializacion,1
judiciales,1
unificar,1
juridicas,3
presenten,1
retroalimentar,1
operadores,1
comprometidos,1
temor,1
justa,1
buscaremos,1
simbolica,5
jado,1
guerra,2
visibilizando,1
resistencias,1
emprendidas,1
aborden,1
fortalece,3
remos,1
mejoraremos,1
respetadas,1
premura,1
transicional,2
pat,1
apoyaremos,1
iniciati,1
continuara,1
visibilizara,1
desaparecidas,2
acompa,2
ñaremos,1
amplificaremos,1
voces,1
mantendremos,1
conpaz,1
tramitacion,1
justas,1
infractores,3
drogas,1
culminado,1
postpenadas,3
contratadas,1
fomentan,1
repeticion,6
rindan,1
intrafamiliar,4
empezando,1
gestan,1
foque,1
sancion,2
contrarios,4
consiguiente,1
resalta,1
comisarias,4
inspecciones,2
policia,3
durias,1
efectuar,3
descentralizacion,2
srpa,2
garanti,1
zando,1
funcionando,2
interno,1
repara,1
repeti,1
moral,1
urgente,2
tramitarlos,1
mitigarlos,1
superarlos,1
retorno,2
reubicacion,1
pios,1
voluntariedad,1
forzado,6
declaran,1
minima,1
verdad,2
violacion,1
retornadas,2
reubicadas,2
voluntaria,2
reconocernos,1
saliendo,1
carcelaria,2
desmovilizada,1
reintegracion,3
reincorporacion,3
custodia,1
gnr,1
empoderando,1
conversacion,1
interactuan,1
mcm,1
apoyadas,2
delito,7
carceles,1
capacitas,1
direcciona,1
violaciones,1
organismos,17
svjrgnr,1
lideresas,5
defensoresas,2
dadas,1
jardin,1
cementerio,1
desaparicion,3
forzada,2
preocupada,1
honestidad,1
fundantes,1
sobrepongan,1
apuestan,1
dinero,1
facil,1
desvalorizacion,1
centramos,1
objetivas,1
quilidad,1
alli,1
prefiramos,1
movilizaremos,1
singular,1
abanico,1
pluralidad,2
envuelven,1
informe,1
enten,1
diendo,1
subraya,1
perspec,1
sinergico,1
policiales,1
homicidios,5
hurto,3
hurtados,1
motocicletas,1
hurtadas,1
comerciales,1
residencias,1
feminicidios,3
solicitudes,2
riñas,1
conductas,1
contrarias,1
misionalidad,1
homicidio,4
extorsion,2
denuncias,1
previstas,1
respecta,1
inml,1
sijin,1
procesados,1
sisc,2
retomar,1
estaba,1
registrando,1
acerque,1
parten,1
consignado,1
rediseño,1
disuasion,4
rrollaran,1
territorializacion,2
rediseñada,1
feno,1
credibilidad,1
institucion,1
emociona,1
consigue,1
conjugan,1
convi,2
vencia,2
restableciendo,1
canalizando,1
intermedio,1
atentan,1
comentarios,1
inquietudes,1
quejas,1
recomendaciones,1
provenientes,1
comportamiento,1
vuelven,1
barras,1
barristas,1
nocturna,1
llevando,1
doble,1
apunte,1
crimen,3
organizado,2
operativo,1
emer,1
gencias,1
siesm,6
recepcion,2
despacho,3
agencias,2
nuse,2
funcio,1
focalizada,2
coordinada,4
operativas,1
reduc,1
organiza,1
protocolo,6
amenaza,1
punta,3
video,3
aerea,3
reaccion,4
delictivos,5
estatales,1
detencion,1
preventiva,2
mineria,1
focalizar,1
disuadir,1
reaccionar,1
disua,1
carcel,1
sindicados,1
tencion,1
perifericas,1
carcelario,1
tanque,1
consultoria,1
suscritos,1
colectividad,1
profundamente,1
incidirla,1
decidirla,1
derrote,1
apatia,1
despolitizacion,1
clientelismo,1
garantizarlo,1
politizada,1
legales,2
cualificando,1
deliberacion,2
formalmente,1
establecidos,2
sinergias,5
comunal,5
potencian,1
lizacion,1
protegi,1
promovidos,2
ormativos,1
rezcan,1
laciona,1
cumplen,1
promocionando,1
potentes,1
esce,1
narios,1
voz,1
figuras,1
nutrir,1
encontrar,2
caminos,1
innovadores,1
dignatarios,1
dignatarias,1
gestionados,1
administrados,1
caracterizadas,1
profundizacion,1
dada,1
llegada,1
plantearse,1
democratizacion,4
constantes,1
cracia,1
reglas,1
significado,1
trasciende,1
eleccion,1
agota,1
promesa,1
influir,1
implicar,1
mayorias,1
construya,1
profundizarse,1
devenir,1
contemporaneidad,1
protagonismo,1
acompasada,1
trascendente,1
constituyente,1
mirar,1
profundizar,1
virtuosas,1
desmotivacion,1
insuficiencia,1
motiven,1
estimulen,1
despliegan,1
cipal,1
participativos,2
anticipe,1
oriente,1
flexible,1
deliberativa,1
diante,2
corregimiento,1
junta,1
administradora,1
presupuesta,1
colectivamente,1
materialmente,1
construyo,1
consolidado,2
movilizadas,1
ediles,1
honorarios,1
impone,1
delibera,1
enlazamiento,2
legitimidad,1
cualifican,1
cualificada,1
colaborativa,1
elevando,1
hub,1
señalados,1
adultas,1
incidente,2
lide,1
razgos,1
apostando,1
trazadas,1
armonizar,2
finalidad,1
cular,1
ofertadas,1
integre,1
diseñen,1
pongan,1
virtual,4
dispositivo,1
movil,1
ñamiento,1
experiencial,1
autonoma,1
mentadas,1
capaz,1
descen,1
tralizados,1
sfpc,1
privilegiado,1
turo,1
equilibrar,1
deseado,1
ineditas,1
fines,1
horizontales,1
transparentes,1
llevada,1
virtud,1
previos,1
escalar,1
coproduccion,1
dio,1
secreta,1
trazador,3
presupuestal,3
catastral,5
turada,1
ladm,2
col,1
concertada,2
aprobado,1
algunos,1
medira,1
ics,1
complementa,1
corporativas,1
simultanea,1
financieras,1
enfocandose,1
orientadores,2
divipola,1
alternativo,1
autosostenible,1
planeado,1
reglamentacion,2
evaluado,1
elaborados,3
sistematizado,1
nalidad,1
cuacion,1
ejecutadas,3
ficado,1
suifp,1
julio,1
expedida,1
administrativamente,1
dispo,1
nibilidad,1
posibilitan,1
permitir,1
ponerla,1
verificar,2
cla,1
sificacion,1
socioeconomica,3
personassistema,1
estadistico,4
emprender,1
ponerlas,1
anonimizada,2
bus,1
cando,1
ordenador,1
certificada,1
dnp,1
tida,1
cofinanciacion,2
armo,1
nico,1
dependencia,1
equilibren,1
interrelaciona,1
autonomos,1
concurrencia,1
subsidiariedad,1
armonico,1
operaciones,1
enmar,1
cadas,1
consagrados,1
medellinregion,1
consenso,1
prospectiva,1
dencial,1
uniendo,1
voluntades,1
adecua,1
resiliente,1
desembolsados,1
autopistas,1
migrante,5
reside,1
acceda,1
armoni,1
zada,1
retornados,1
receptora,1
migratoria,2
venezo,1
lana,1
aprobados,1
velar,1
constructivas,2
edificadora,2
rapidos,1
descontrolados,1
inapropiadas,1
incorpo,1
reportados,1
detectado,1
catastro,3
encaminados,1
land,1
administration,1
domain,1
model,1
iso,1
snr,1
igac,1
inmobiliaria,1
lega,1
ilegales,1
presentados,1
oficio,1
solicitud,1
indiquen,1
licenciadas,1
conatos,1
inva,1
drones,1
nomenclatura,1
homologacion,1
ide,1
verificados,1
recuperado,1
nicaciones,1
publicidad,1
regiran,1
acerca,2
dineros,1
lazos,2
glomerado,1
divulgados,1
movilizados,1
independien,2
coparticipes,1
direccionan,1
premio,1
utilidad,1
gratuidad,1
corporativa,1
mensajes,1
prestarles,1
discriminatorias,1
atenten,1
direccionados,1
civilidad,1
mulacion,1
ciudadaniaestado,1
identifi,1
participes,1
caracterizados,1
obstante,1
incorporadas,1
apo,1
yan,1
expresan,1
cluyen,1
car,1
gos,1
decisorio,1
avanza,1
aspecto,1
determina,1
ampara,1
sufrieron,1
despojo,1
abandono,1
secuestro,1
tortura,1
minas,1
antipersona,1
subcomites,1
forman,1
sufrido,1
recibir,1
tructural,1
convivientes,1
destinos,1
desatan,1
incrementan,1
tinuidad,1
tintas,1
interactue,1
debera,1
electronicos,1
nificacion,1
abarcan,1
portante,1
democraticos,1
legitimacion,1
ampliamente,1
macroproyectos,1
litica,1
lenguaje,1
